Доп. объявление группы	Тип объявления	Места показа	Мобильное объявление	ID группы	Название группы	Номер группы	Тип кампании	ID кампании (локальный)	ID кампании (серверный)	Название кампании	Валюта	ID фразы	Фраза (с минус-словами)	ID объявления	Заголовок 1	Заголовок 2	Текст	Ссылка	Отображаемая ссылка	Организация Яндекс.Справочника	Турбо-страница	Регион	Автоставка	Ставка	Ставка в сетях	Статус объявления	Статус фразы	Заголовки быстрых ссылок	Описания быстрых ссылок	Адреса быстрых ссылок	Параметр 1	Параметр 2	Метки	Изображение	Креатив	Статус модерации креатива	Уточнения	Минус-фразы на группу	Минус-фразы на кампанию	Возрастные ограничения	Ссылка на приложение в магазине	Тип устройства	Тип связи	Версия ОС	Трекинговая ссылка	Иконка	Рейтинг	Количество оценок	Цена
 -	Текстово-графическое	search,context	 -		Золотое Кольцо Общие	1	Текстово-графические объявления			Золотое Кольцо VIP туры	RUB		золотое кольцо туры		Туры по Золотому Кольцу со скидкой 5%	VIP-комфорт и личный гид	Индивидуальные туры по древним городам России. Mercedes S-Class, отели 5★, авторские маршруты. Суздаль, Владимир, Ярoslavль. Бронируйте со скидкой!	https://goldenring.vfs.travel/promo?utm_source=yandex&utm_medium=cpc&utm_campaign=golden_ring&utm_term={keyword}	goldenring.vfs.travel/promo		Москва	 -	120								-бесплатно -дешево -работа -вакансии -карта														
 -	Текстово-графическое	search,context	 -		Золотое Кольцо Общие	1	Текстово-графические объявления			Золотое Кольцо VIP туры	RUB		туры по золотому кольцу		Туры по Золотому Кольцу со скидкой 5%	VIP-комфорт и личный гид	Индивидуальные туры по древним городам России. Mercedes S-Class, отели 5★, авторские маршруты. Суздаль, Владимир, Ярославль. Бронируйте со скидкой!	https://goldenring.vfs.travel/promo?utm_source=yandex&utm_medium=cpc&utm_campaign=golden_ring&utm_term={keyword}	goldenring.vfs.travel/promo		Москва	 -	120								-бесплатно -дешево -работа -вакансии -карта														
 -	Текстово-графическое	search,context	 -		Золотое Кольцо Общие	1	Текстово-графические объявления			Золотое Кольцо VIP туры	RUB		экскурсии золотое кольцо		Туры по Золотому Кольцу со скидкой 5%	VIP-комфорт и личный гид	Индивидуальные туры по древним городам России. Mercedes S-Class, отели 5★, авторские маршруты. Суздаль, Владимир, Ярославль. Бронируйте со скидкой!	https://goldenring.vfs.travel/promo?utm_source=yandex&utm_medium=cpc&utm_campaign=golden_ring&utm_term={keyword}	goldenring.vfs.travel/promo		Москва	 -	110								-бесплатно -дешево -работа -вакансии -карта														
 -	Текстово-графическое	search,context	 -		Золотое Кольцо Общие	1	Текстово-графические объявления			Золотое Кольцо VIP туры	RUB		тур золотое кольцо из москвы		Золотое Кольцо 2025 — Скидка 5%	Премиум туры от 39 900₽	Эксклюзивные туры по древним городам с комфортом премиум-класса. Проживание 5★, трансферы, личный гид. Владимир, Суздаль, Ростов Великий.	https://goldenring.vfs.travel/promo?utm_source=yandex&utm_medium=cpc&utm_campaign=golden_ring&utm_term={keyword}	goldenring.vfs.travel/promo		Москва	 -	140								-бесплатно -дешево -работа -вакансии -карта														
 -	Текстово-графическое	search,context	 -		VIP и Премиум	2	Текстово-графические объявления			Золотое Кольцо VIP туры	RUB		vip туры золотое кольцо		VIP-туры по Золотому Кольцу -5%	Mercedes S-Class и отели 5 звезд	Индивидуальные туры премиум-класса. Личный гид-историк, авторский маршрут, максимальный комфорт. Суздаль, Владимир, Ярославль.	https://goldenring.vfs.travel/promo?utm_source=yandex&utm_medium=cpc&utm_campaign=golden_ring_vip&utm_term={keyword}	goldenring.vfs.travel/promo		Москва	 -	200								-бесплатно -дешево -работа -вакансии														
 -	Текстово-графическое	search,context	 -		VIP и Премиум	2	Текстово-графические объявления			Золотое Кольцо VIP туры	RUB		индивидуальные туры золотое кольцо		VIP-туры по Золотому Кольцу -5%	Mercedes S-Class и отели 5 звезд	Индивидуальные туры премиум-класса. Личный гид-историк, авторский маршрут, максимальный комфорт. Суздаль, Владимир, Ярославль.	https://goldenring.vfs.travel/promo?utm_source=yandex&utm_medium=cpc&utm_campaign=golden_ring_vip&utm_term={keyword}	goldenring.vfs.travel/promo		Москва	 -	180								-бесплатно -дешево -работа -вакансии														
 -	Текстово-графическое	search,context	 -		VIP и Премиум	2	Текстово-графические объявления			Золотое Кольцо VIP туры	RUB		премиум туры золотое кольцо		Эксклюзивные туры по Золотому Кольцу	Скидка 5% только сегодня	Путешествие премиум-класса по древним городам России. Комфортабельный транспорт, лучшие отели, персональный сервис. От 39 900₽.	https://goldenring.vfs.travel/promo?utm_source=yandex&utm_medium=cpc&utm_campaign=golden_ring_vip&utm_term={keyword}	goldenring.vfs.travel/promo		Москва	 -	190								-бесплатно -дешево -работа -вакансии														
 -	Текстово-графическое	search,context	 -		Города маршрута	3	Текстово-графические объявления			Золотое Кольцо VIP туры	RUB		туры в суздаль		Туры в Суздаль и Владимир -5%	Золотое Кольцо от 39 900₽	Посетите древние города Золотого Кольца с комфортом премиум-класса. Индивидуальные туры, личный гид, отели 5★. Скидка 5%!	https://goldenring.vfs.travel/promo?utm_source=yandex&utm_medium=cpc&utm_campaign=golden_ring_cities&utm_term={keyword}	goldenring.vfs.travel/promo		Москва	 -	140								-бесплатно -дешево -работа -вакансии														
 -	Текстово-графическое	search,context	 -		Города маршрута	3	Текстово-графические объявления			Золотое Кольцо VIP туры	RUB		туры в ярославль		Туры в Ярославль со скидкой 5%	Золотое Кольцо от 39 900₽	Посетите древние города Золотого Кольца с комфортом премиум-класса. Индивидуальные туры, личный гид, отели 5★. Скидка 5%!	https://goldenring.vfs.travel/promo?utm_source=yandex&utm_medium=cpc&utm_campaign=golden_ring_cities&utm_term={keyword}	goldenring.vfs.travel/promo		Москва	 -	130								-бесплатно -дешево -работа -вакансии														
 -	Текстово-графическое	search,context	 -		Гастрономия	4	Текстово-графические объявления			Золотое Кольцо VIP туры	RUB		гастрономический тур золотое кольцо		Гастрономический тур — Золотое Кольцо	Скидка 5% • Дегустации • Мастер-классы	Авторские блюда, лучшие вина региона, мастер-классы от шефов. Посещение ферм и эксклюзивные рестораны. От 49 400₽!	https://goldenring.vfs.travel/promo?utm_source=yandex&utm_medium=cpc&utm_campaign=golden_ring_gastro&utm_term={keyword}	goldenring.vfs.travel/promo		Москва	 -	150								-бесплатно -дешево -работа -вакансии														
